FLIGHT_DATE,FLIGHT_MONTH,FLIGHT_TIME,TIME_OF_DAY,AIRLINE_CD,FLIGHT_NO,DEPARTURE_STATION_NAME,DEPARTURE_STATION_CD,DEPARTURE_STATION_GEO_LOCATION,ARRIVAL_STATION_NAME,ARRIVAL_STATION_CD,ARRIVAL_STATION_GEO_LOCATION,ARRIVAL_COUNTRY,ARRIVAL_REGION,HAUL,AIRCRAFT_TYPE,AIRCRAFT_NAME,FIRST_CLASS_SEATS,BUSINESS_CLASS_SEATS,ECONOMY_SEATS,TIER1_ELIGIBLE_PAX,TIER2_ELIGIBLE_PAX,TIER3_ELIGIBLE_PAX
09-07-2025,July,18:04,Evening,BA,BA7060,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,32,300,0,7,29
09-07-2025,July,18:17,Evening,BA,BA8417,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,0,48,224,0,0,0
09-07-2025,July,18:33,Evening,BA,BA3662,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,8,48,200,0,6,25
09-07-2025,July,18:48,Evening,BA,BA8610,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,13,167,0,5,22
09-07-2025,July,18:50,Evening,BA,BA4839,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,1,179,4,7,28
09-07-2025,July,18:57,Evening,BA,BA2575,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,11,169,0,5,22
09-07-2025,July,19:37,Evening,BA,BA1279,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,2,178,1,15,51
09-07-2025,July,20:06,Evening,BA,BA7590,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,8,42,166,0,0,8
09-07-2025,July,20:30,Evening,BA,BA6832,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,32,300,0,10,36
09-07-2025,July,20:32,Evening,BA,BA2533,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,A380,Airbus 380,14,97,358,0,7,27
09-07-2025,July,20:38,Evening,BA,BA8796,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,0,31,173,1,0,3
09-07-2025,July,21:12,Evening,BA,BA6434,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,5,175,0,8,30
09-07-2025,July,21:13,Evening,BA,BA2933,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,32,304,0,13,45
09-07-2025,July,21:41,Evening,BA,BA8064,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,16,164,0,0,7
09-07-2025,July,22:05,Evening,BA,BA1956,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,32,300,1,8,30
09-07-2025,July,22:06,Evening,BA,BA8101,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,1,179,0,4,20
09-07-2025,July,22:09,Evening,BA,BA3471,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,3,177,2,4,19
09-07-2025,July,22:15,Evening,BA,BA7072,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,1,179,0,10,37
09-07-2025,July,22:54,Evening,BA,BA9090,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,8,49,178,1,13,44
09-07-2025,July,22:57,Evening,BA,BA1322,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,7,173,0,3,16
10-07-2025,July,14:09,Afternoon,BA,BA8621,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,20,160,3,8,30
10-07-2025,July,14:46,Afternoon,BA,BA9540,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,15,165,0,4,20
10-07-2025,July,15:21,Afternoon,BA,BA7859,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,14,166,0,5,22
10-07-2025,July,16:05,Afternoon,BA,BA1127,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B787,Boeing 787,0,35,179,0,10,36
10-07-2025,July,16:20,Afternoon,BA,BA4543,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,32,304,2,10,37
10-07-2025,July,16:22,Afternoon,BA,BA3630,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,0,48,224,0,13,46
10-07-2025,July,16:52,Afternoon,BA,BA7765,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B787,Boeing 787,8,48,200,1,12,43
10-07-2025,July,17:14,Afternoon,BA,BA8052,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,8,172,0,2,13
10-07-2025,July,17:58,Afternoon,BA,BA2268,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,8,49,178,0,8,31
10-07-2025,July,18:20,Evening,BA,BA1287,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,8,42,166,0,17,58
10-07-2025,July,18:40,Evening,BA,BA8464,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,12,168,0,4,20
10-07-2025,July,18:40,Evening,BA,BA6899,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,12,168,0,0,8
10-07-2025,July,19:06,Evening,BA,BA5959,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,14,166,1,9,33
10-07-2025,July,19:19,Evening,BA,BA7225,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,9,171,1,13,45
10-07-2025,July,20:02,Evening,BA,BA7124,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,8,172,1,12,43
10-07-2025,July,20:21,Evening,BA,BA3878,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,8,42,166,0,7,27
10-07-2025,July,21:38,Evening,BA,BA6903,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,8,42,166,0,15,51
10-07-2025,July,22:01,Evening,BA,BA9337,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,A380,Airbus 380,14,97,358,0,7,29
10-07-2025,July,22:26,Evening,BA,BA9815,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,6,174,0,11,40
10-07-2025,July,22:34,Evening,BA,BA5924,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,18,162,1,8,30
11-07-2025,July,14:23,Afternoon,BA,BA3457,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,1,179,0,8,32
11-07-2025,July,14:23,Afternoon,BA,BA6651,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,7,173,3,4,20
11-07-2025,July,15:05,Afternoon,BA,BA5498,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,9,171,3,7,29
11-07-2025,July,15:09,Afternoon,BA,BA9928,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,48,224,1,14,47
11-07-2025,July,15:35,Afternoon,BA,BA2621,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,2,178,0,0,5
11-07-2025,July,16:22,Afternoon,BA,BA4657,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,48,224,0,8,30
11-07-2025,July,16:42,Afternoon,BA,BA9056,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,7,173,4,7,28
11-07-2025,July,17:10,Afternoon,BA,BA5228,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,32,300,0,0,9
11-07-2025,July,17:18,Afternoon,BA,BA2121,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,A350,Airbus 350,0,56,275,0,7,29
11-07-2025,July,17:19,Afternoon,BA,BA2126,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,9,171,0,11,41
11-07-2025,July,17:27,Afternoon,BA,BA4117,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,15,165,0,5,22
11-07-2025,July,18:04,Evening,BA,BA3639,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,0,32,304,0,1,12
11-07-2025,July,18:25,Evening,BA,BA2123,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,3,177,0,5,21
11-07-2025,July,19:03,Evening,BA,BA9623,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,0,32,300,0,3,17
11-07-2025,July,19:05,Evening,BA,BA3647,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,0,32,300,0,10,37
11-07-2025,July,19:11,Evening,BA,BA2452,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,A380,Airbus 380,14,97,358,2,9,33
11-07-2025,July,19:23,Evening,BA,BA6589,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,16,164,3,1,12
11-07-2025,July,20:06,Evening,BA,BA6617,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,4,176,0,14,48
11-07-2025,July,20:21,Evening,BA,BA6599,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,17,163,1,4,18
11-07-2025,July,20:27,Evening,BA,BA2944,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,8,49,178,0,3,16
11-07-2025,July,20:36,Evening,BA,BA9625,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,8,49,178,1,8,32
11-07-2025,July,21:00,Evening,BA,BA8458,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,15,165,1,5,23
11-07-2025,July,21:13,Evening,BA,BA9038,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,9,171,2,8,31
11-07-2025,July,22:05,Evening,BA,BA4576,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,0,32,304,1,16,54
11-07-2025,July,22:23,Evening,BA,BA1327,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,0,31,173,1,9,34
11-07-2025,July,22:27,Evening,BA,BA9154,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B787,Boeing 787,8,42,166,0,17,58
11-07-2025,July,22:52,Evening,BA,BA5086,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,7,173,0,16,54
11-07-2025,July,22:53,Evening,BA,BA1100,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,5,175,0,9,35
12-07-2025,July,14:02,Afternoon,BA,BA8249,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,8,42,166,0,13,44
12-07-2025,July,14:12,Afternoon,BA,BA2483,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,2,178,0,10,38
12-07-2025,July,14:16,Afternoon,BA,BA1335,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,4,176,1,11,39
12-07-2025,July,14:35,Afternoon,BA,BA6563,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,20,160,0,5,23
12-07-2025,July,15:01,Afternoon,BA,BA2053,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,8,49,178,0,9,33
12-07-2025,July,15:05,Afternoon,BA,BA1260,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,8,42,166,0,19,61
12-07-2025,July,15:09,Afternoon,BA,BA2809,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,16,164,0,8,30
12-07-2025,July,15:36,Afternoon,BA,BA1495,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,5,175,0,5,24
12-07-2025,July,16:35,Afternoon,BA,BA1572,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,0,180,2,6,25
12-07-2025,July,18:44,Evening,BA,BA1625,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,48,224,3,1,12
12-07-2025,July,19:08,Evening,BA,BA4954,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,20,160,0,6,27
12-07-2025,July,19:19,Evening,BA,BA3579,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,32,304,1,5,23
12-07-2025,July,19:33,Evening,BA,BA5682,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,0,32,300,0,3,17
12-07-2025,July,19:41,Evening,BA,BA7519,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,15,165,2,0,0
12-07-2025,July,19:54,Evening,BA,BA7689,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,12,168,0,6,24
12-07-2025,July,20:30,Evening,BA,BA8323,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,A380,Airbus 380,14,97,358,0,10,36
12-07-2025,July,20:36,Evening,BA,BA3365,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,20,160,0,2,13
12-07-2025,July,20:56,Evening,BA,BA5538,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,A350,Airbus 350,0,56,275,0,7,28
12-07-2025,July,21:02,Evening,BA,BA2362,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,11,169,0,6,25
12-07-2025,July,21:06,Evening,BA,BA1019,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,3,177,1,6,25
12-07-2025,July,21:19,Evening,BA,BA3871,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,8,49,178,2,0,7
12-07-2025,July,22:14,Evening,BA,BA5139,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,48,224,0,10,36
12-07-2025,July,22:27,Evening,BA,BA2911,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,1,179,0,9,35
12-07-2025,July,22:28,Evening,BA,BA3214,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,17,163,0,4,20
12-07-2025,July,22:31,Evening,BA,BA2896,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,18,162,0,13,44
13-07-2025,July,14:01,Afternoon,BA,BA2971,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,A350,Airbus 350,0,56,275,0,0,5
13-07-2025,July,14:49,Afternoon,BA,BA4404,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,15,165,2,11,39
13-07-2025,July,14:50,Afternoon,BA,BA9145,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,8,172,1,2,15
13-07-2025,July,14:58,Afternoon,BA,BA9354,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,0,48,224,0,11,40
13-07-2025,July,16:19,Afternoon,BA,BA4812,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,20,160,0,10,36
13-07-2025,July,16:23,Afternoon,BA,BA8993,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,1,179,0,8,31
13-07-2025,July,17:56,Afternoon,BA,BA6808,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,0,32,304,2,5,23
13-07-2025,July,18:21,Evening,BA,BA3067,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,0,180,2,8,32
13-07-2025,July,18:40,Evening,BA,BA6881,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,9,171,0,8,31
13-07-2025,July,18:41,Evening,BA,BA2153,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,A380,Airbus 380,14,97,358,0,5,22
13-07-2025,July,19:04,Evening,BA,BA7715,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,8,49,178,0,8,31
13-07-2025,July,20:46,Evening,BA,BA9952,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,8,48,200,0,20,64
13-07-2025,July,22:41,Evening,BA,BA1583,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,5,175,0,14,49
13-07-2025,July,22:58,Evening,BA,BA4900,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,8,172,0,10,36
14-07-2025,July,14:56,Afternoon,BA,BA3767,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,18,162,0,0,1
14-07-2025,July,15:02,Afternoon,BA,BA7043,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,A380,Airbus 380,14,97,358,3,6,25
14-07-2025,July,15:05,Afternoon,BA,BA5161,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,1,179,0,14,49
14-07-2025,July,15:09,Afternoon,BA,BA3013,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,48,224,0,3,18
14-07-2025,July,15:39,Afternoon,BA,BA7393,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,8,172,0,12,42
14-07-2025,July,15:43,Afternoon,BA,BA1793,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,32,300,0,8,30
14-07-2025,July,16:06,Afternoon,BA,BA4252,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,18,162,1,9,35
14-07-2025,July,16:15,Afternoon,BA,BA5623,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,12,168,0,9,35
14-07-2025,July,16:32,Afternoon,BA,BA1712,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B787,Boeing 787,8,42,166,0,12,41
14-07-2025,July,16:39,Afternoon,BA,BA8697,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B787,Boeing 787,8,42,166,0,3,17
14-07-2025,July,16:49,Afternoon,BA,BA6270,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,18,162,1,0,9
14-07-2025,July,17:00,Afternoon,BA,BA4961,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,20,160,5,4,21
14-07-2025,July,17:49,Afternoon,BA,BA3265,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B787,Boeing 787,8,48,200,0,10,37
14-07-2025,July,18:20,Evening,BA,BA3962,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,11,169,0,10,36
14-07-2025,July,18:39,Evening,BA,BA2969,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,A380,Airbus 380,14,97,358,0,5,23
14-07-2025,July,18:52,Evening,BA,BA4077,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,A350,Airbus 350,0,56,275,1,7,27
14-07-2025,July,19:09,Evening,BA,BA7142,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,14,166,0,9,34
14-07-2025,July,19:56,Evening,BA,BA5826,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,19,161,1,17,57
14-07-2025,July,20:24,Evening,BA,BA3483,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,9,171,0,10,37
14-07-2025,July,22:38,Evening,BA,BA2760,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,A350,Airbus 350,0,56,275,1,0,5
15-07-2025,July,14:07,Afternoon,BA,BA5015,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,2,178,0,1,12
15-07-2025,July,14:43,Afternoon,BA,BA9350,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,32,300,1,5,22
15-07-2025,July,15:20,Afternoon,BA,BA5113,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,6,174,0,12,43
15-07-2025,July,16:00,Afternoon,BA,BA5810,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,A350,Airbus 350,0,56,275,0,15,52
15-07-2025,July,16:59,Afternoon,BA,BA5178,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B787,Boeing 787,8,42,166,4,7,27
15-07-2025,July,17:53,Afternoon,BA,BA2275,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,17,163,0,12,42
15-07-2025,July,17:54,Afternoon,BA,BA9783,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,0,35,179,1,10,38
15-07-2025,July,18:53,Evening,BA,BA9333,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,12,168,1,13,46
15-07-2025,July,19:19,Evening,BA,BA6208,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,8,49,178,0,5,21
15-07-2025,July,19:37,Evening,BA,BA7629,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,A380,Airbus 380,14,97,358,1,0,5
15-07-2025,July,19:59,Evening,BA,BA6531,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,14,166,0,12,43
15-07-2025,July,20:19,Evening,BA,BA4949,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,3,177,0,10,37
